group,matrix_count,diversity_label,categorical_diversity_score,mixed_attribute_count_dominant_share_lt_0_90,distinct_kinds,dimension_log10_span,nnz_log10_span,nentries_log10_span,matrices_with_explicit_zeros,explicit_zero_count_total,nrows_min,nrows_median,nrows_max,ncols_min,ncols_median,ncols_max,nnz_min,nnz_median,nnz_max,nentries_min,nentries_median,nentries_max,pattern_symmetry_min,pattern_symmetry_median,pattern_symmetry_max,numerical_symmetry_min,numerical_symmetry_median,numerical_symmetry_max,shape_counts,dominant_shape,dominant_shape_share,structure_counts,dominant_structure,dominant_structure_share,entry_type_counts,dominant_entry_type,dominant_entry_type_share,exact_symmetry_counts,dominant_exact_symmetry,dominant_exact_symmetry_share,positive_definite_counts,dominant_positive_definite,dominant_positive_definite_share,kind_counts,dominant_kind,dominant_kind_share,structural_full_rank_counts,dominant_structural_full_rank,dominant_structural_full_rank_share,is_2d3d_counts,dominant_is_2d3d,dominant_is_2d3d_share,cholesky_candidate_counts,dominant_cholesky_candidate,dominant_cholesky_candidate_share,size_band_counts,dominant_size_band,dominant_size_band_share,smallest_nrows_matrices,largest_nrows_matrices,smallest_ncols_matrices,largest_ncols_matrices,smallest_nnz_matrices,largest_nnz_matrices,smallest_nentries_matrices,largest_nentries_matrices
MathWorks,11,categorically_heterogeneous,0.318182,5,5,2.085032,3.046013,3.046013,0,0,102,2290,8765,102,2290,12406,306,14873,340200,306,14873,340200,0.0,0.9525732031943213,1.0,0.0,0.04130434782608695,1.0,rectangular:2; square:9,square,0.818182,rectangular:2; symmetric:2; unsymmetric:7,unsymmetric,0.636364,binary:1; real:10,real,0.909091,exact_numerical_or_hermitian:2; partially_pattern_symmetric:4; pattern_symmetric_only:2; pattern_unsymmetric:1; rectangular:2,partially_pattern_symmetric,0.363636,no:9; yes:2,no,0.818182,computer graphics/vision problem:1; counter-example problem:6; directed graph:1; statistical/mathematical problem:1; structural problem:2,counter-example problem,0.545455,false:2; missing:1; true:8,true,0.727273,no:8; yes:3,no,0.727273,no:9; yes:2,no,0.818182,10k_to_100k:1; 1k_to_10k:6; lt_1k:4,1k_to_10k,0.545455,MathWorks/pivtol=102,MathWorks/Kaufhold=8765,MathWorks/pivtol=102,MathWorks/Pd_rhs=12406,MathWorks/pivtol=306,MathWorks/Kuu=340200,MathWorks/pivtol=306,MathWorks/Kuu=340200
MaxPlanck,2,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,81920,81920,81920,81920,81920,81920,327680,327680,327680,327680,327680,327680,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,symmetric:2,symmetric,1.0,real:2,real,1.0,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,yes:2,yes,1.0,computational fluid dynamics problem:2,computational fluid dynamics problem,1.0,true:2,true,1.0,yes:2,yes,1.0,yes:2,yes,1.0,10k_to_100k:2,10k_to_100k,1.0,MaxPlanck/shallow_water1=81920; MaxPlanck/shallow_water2=81920,MaxPlanck/shallow_water1=81920; MaxPlanck/shallow_water2=81920,MaxPlanck/shallow_water1=81920; MaxPlanck/shallow_water2=81920,MaxPlanck/shallow_water1=81920; MaxPlanck/shallow_water2=81920,MaxPlanck/shallow_water1=327680; MaxPlanck/shallow_water2=327680,MaxPlanck/shallow_water1=327680; MaxPlanck/shallow_water2=327680,MaxPlanck/shallow_water1=327680; MaxPlanck/shallow_water2=327680,MaxPlanck/shallow_water1=327680; MaxPlanck/shallow_water2=327680
Mazaheri,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,144,513351,513351,513351,513351,513351,513351,20207907,20207907,20207907,20208051,20208051,20208051,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,yes:1,yes,1.0,computer vision problem:1,computer vision problem,1.0,true:1,true,1.0,yes:1,yes,1.0,yes:1,yes,1.0,100k_to_1m:1,100k_to_1m,1.0,Mazaheri/bundle_adj=513351,Mazaheri/bundle_adj=513351,Mazaheri/bundle_adj=513351,Mazaheri/bundle_adj=513351,Mazaheri/bundle_adj=20207907,Mazaheri/bundle_adj=20207907,Mazaheri/bundle_adj=20208051,Mazaheri/bundle_adj=20208051
McRae,2,small_group_lt5,0.083333,1,1,0.0,1e-06,1e-06,0,0,999999,999999.5,1000000,999999,999999.5,1000000,4995991,4995995.5,4996000,4995991,4995995.5,4996000,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,symmetric:2,symmetric,1.0,real:2,real,1.0,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,no:1; yes:1,no,0.5,2D/3D problem:2,2D/3D problem,1.0,true:2,true,1.0,yes:2,yes,1.0,yes:2,yes,1.0,100k_to_1m:1; ge_1m:1,100k_to_1m,0.5,McRae/ecology2=999999,McRae/ecology1=1000000,McRae/ecology2=999999,McRae/ecology1=1000000,McRae/ecology2=4995991,McRae/ecology1=4996000,McRae/ecology2=4995991,McRae/ecology1=4996000
Meng,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,274087,274087,274087,274087,274087,274087,4137369,4137369,4137369,4137369,4137369,4137369,0.9801722990969854,0.9801722990969854,0.9801722990969854,0.6457048695901567,0.6457048695901567,0.6457048695901567,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,complex:1,complex,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,computational chemistry problem:1,computational chemistry problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,100k_to_1m:1,100k_to_1m,1.0,Meng/iChem_Jacobian=274087,Meng/iChem_Jacobian=274087,Meng/iChem_Jacobian=274087,Meng/iChem_Jacobian=274087,Meng/iChem_Jacobian=4137369,Meng/iChem_Jacobian=4137369,Meng/iChem_Jacobian=4137369,Meng/iChem_Jacobian=4137369
Meszaros,166,mixed_some_attributes,0.087349,2,2,4.842679,5.449325,5.449325,0,0,7,3035,185501,16,9495,1113780,41,53994,11537419,41,53994,11537419,0.0,0,1.0,0.0,0,0.5,rectangular:165; square:1,rectangular,0.993976,rectangular:165; unsymmetric:1,rectangular,0.993976,binary:18; integer:41; real:107,real,0.644578,pattern_symmetric_only:1; rectangular:165,rectangular,0.993976,no:166,no,1.0,linear programming problem:141; linear programming problem sequence:25,linear programming problem,0.849398,false:18; true:148,true,0.891566,no:166,no,1.0,no:166,no,1.0,100k_to_1m:7; 10k_to_100k:70; 1k_to_10k:68; ge_1m:2; lt_1k:19,10k_to_100k,0.421687,Meszaros/farm=7,Meszaros/degme=185501,Meszaros/kleemin=16,Meszaros/stat96v3=1113780,Meszaros/farm=41,Meszaros/tp-6=11537419,Meszaros/farm=41,Meszaros/tp-6=11537419
Mittelmann,30,mixed_some_attributes,0.055556,1,1,1.904108,2.811472,2.811472,0,0,507,91245.5,1918399,24460,317118,1961394,71264,775766.5,46168124,71264,775766.5,46168124,0.0,0,0.0,0.0,0,0.0,rectangular:30,rectangular,1.0,rectangular:30,rectangular,1.0,integer:20; real:10,integer,0.666667,rectangular:30,rectangular,1.0,no:30,no,1.0,linear programming problem:30,linear programming problem,1.0,false:11; true:19,true,0.633333,no:30,no,1.0,no:30,no,1.0,100k_to_1m:19; 10k_to_100k:7; ge_1m:4,100k_to_1m,0.633333,Mittelmann/rail507=507,Mittelmann/cont1_l=1918399,Mittelmann/fome11=24460,Mittelmann/cont11_l=1961394,Mittelmann/fome11=71264,Mittelmann/spal_004=46168124,Mittelmann/fome11=71264,Mittelmann/spal_004=46168124
Moqri,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,2427,2427,2427,2427,2427,2427,57022,57022,57022,57022,57022,57022,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,no:1,no,1.0,undirected weighted graph:1,undirected weighted graph,1.0,missing:1,missing,1.0,no:1,no,1.0,no:1,no,1.0,1k_to_10k:1,1k_to_10k,1.0,Moqri/MISKnowledgeMap=2427,Moqri/MISKnowledgeMap=2427,Moqri/MISKnowledgeMap=2427,Moqri/MISKnowledgeMap=2427,Moqri/MISKnowledgeMap=57022,Moqri/MISKnowledgeMap=57022,Moqri/MISKnowledgeMap=57022,Moqri/MISKnowledgeMap=57022
Morandini,3,small_group_lt5,0.055556,1,2,0.898176,1.178741,1.178741,0,0,100,120,791,100,120,791,708,870,10685,708,870,10685,0.2177215189873418,0.2341063574570172,0.514018691588785,0.05316455696202532,0.07165109034267912,0.1155537784886046,square:3,square,1.0,unsymmetric:3,unsymmetric,1.0,real:3,real,1.0,partially_pattern_symmetric:3,partially_pattern_symmetric,1.0,no:3,no,1.0,robotics problem:1; structural problem:2,structural problem,0.666667,true:3,true,1.0,yes:3,yes,1.0,no:3,no,1.0,lt_1k:3,lt_1k,1.0,Morandini/rotor1=100,Morandini/rotor2=791,Morandini/rotor1=100,Morandini/rotor2=791,Morandini/rotor1=708,Morandini/rotor2=10685,Morandini/rotor1=708,Morandini/rotor2=10685
Muite,4,small_group_lt5,0.0,0,1,2.416641,3.365301,3.365301,0,0,261,3077,68121,261,3077,68121,2319,27663,5377761,2319,27663,5377761,0.3020408163265306,0.5001372592907166,0.5014577259475219,0.0,0,0.0002369275506437348,square:4,square,1.0,unsymmetric:4,unsymmetric,1.0,real:4,real,1.0,partially_pattern_symmetric:4,partially_pattern_symmetric,1.0,no:4,no,1.0,structural problem:4,structural problem,1.0,true:4,true,1.0,yes:4,yes,1.0,no:4,no,1.0,10k_to_100k:1; 1k_to_10k:2; lt_1k:1,1k_to_10k,0.5,Muite/Chebyshev1=261,Muite/Chebyshev4=68121,Muite/Chebyshev1=261,Muite/Chebyshev4=68121,Muite/Chebyshev1=2319,Muite/Chebyshev4=5377761,Muite/Chebyshev1=2319,Muite/Chebyshev4=5377761
Mulvey,2,small_group_lt5,0.25,3,2,0.0,0.0,0.0,0,0,74752,74752,74752,74752,74752,74752,596992,596992,596992,596992,596992,596992,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,symmetric:2,symmetric,1.0,binary:1; real:1,binary,0.5,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,no:1; yes:1,no,0.5,duplicate economic problem:1; economic problem:1,duplicate economic problem,0.5,true:2,true,1.0,no:2,no,1.0,yes:2,yes,1.0,10k_to_100k:2,10k_to_100k,1.0,Mulvey/finan512=74752; Mulvey/pfinan512=74752,Mulvey/finan512=74752; Mulvey/pfinan512=74752,Mulvey/finan512=74752; Mulvey/pfinan512=74752,Mulvey/finan512=74752; Mulvey/pfinan512=74752,Mulvey/finan512=596992; Mulvey/pfinan512=596992,Mulvey/finan512=596992; Mulvey/pfinan512=596992,Mulvey/finan512=596992; Mulvey/pfinan512=596992,Mulvey/finan512=596992; Mulvey/pfinan512=596992
Mycielski,19,type_homogeneous_size_diverse,0.0,0,1,5.594631,9.131999,9.131999,0,0,2,1535,786431,2,1535,786431,2,134710,2710370560,2,134710,2710370560,1.0,1,1.0,1.0,1,1.0,square:19,square,1.0,symmetric:19,symmetric,1.0,binary:19,binary,1.0,exact_numerical_or_hermitian:19,exact_numerical_or_hermitian,1.0,no:19,no,1.0,undirected graph:19,undirected graph,1.0,missing:19,missing,1.0,no:19,no,1.0,no:19,no,1.0,100k_to_1m:3; 10k_to_100k:4; 1k_to_10k:3; lt_1k:9,lt_1k,0.473684,Mycielski/mycielskian2=2,Mycielski/mycielskian20=786431,Mycielski/mycielskian2=2,Mycielski/mycielskian20=786431,Mycielski/mycielskian2=2,Mycielski/mycielskian20=2710370560,Mycielski/mycielskian2=2,Mycielski/mycielskian20=2710370560
ND,4,small_group_lt5,0.0,0,1,0.90309,0.942286,0.942286,0,0,9000,27000,72000,9000,27000,72000,3279690,10559131,28715634,3279690,10559131,28715634,1.0,1,1.0,1.0,1,1.0,square:4,square,1.0,symmetric:4,symmetric,1.0,real:4,real,1.0,exact_numerical_or_hermitian:4,exact_numerical_or_hermitian,1.0,yes:4,yes,1.0,2D/3D problem:4,2D/3D problem,1.0,true:4,true,1.0,yes:4,yes,1.0,yes:4,yes,1.0,10k_to_100k:3; 1k_to_10k:1,10k_to_100k,0.75,ND/nd3k=9000,ND/nd24k=72000,ND/nd3k=9000,ND/nd24k=72000,ND/nd3k=3279690,ND/nd24k=28715634,ND/nd3k=3279690,ND/nd24k=28715634
NYPA,8,type_homogeneous_size_diverse,0.0,0,1,3.370357,3.74753,3.74753,0,0,32,3309,46845,14,2177,75077,234,59905,1308415,234,59905,1308415,0.0,0,0.0,0.0,0,0.0,rectangular:8,rectangular,1.0,rectangular:8,rectangular,1.0,real:8,real,1.0,rectangular:8,rectangular,1.0,no:8,no,1.0,least squares problem:8,least squares problem,1.0,false:7; true:1,false,0.875,no:8,no,1.0,no:8,no,1.0,10k_to_100k:3; 1k_to_10k:3; lt_1k:2,10k_to_100k,0.375,NYPA/Maragal_1=32,NYPA/Maragal_7=46845,NYPA/Maragal_1=14,NYPA/Maragal_8=75077,NYPA/Maragal_1=234,NYPA/Maragal_8=1308415,NYPA/Maragal_1=234,NYPA/Maragal_8=1308415
Nasa,11,categorically_heterogeneous,0.318182,5,2,1.47831,2.056781,2.056781,0,0,1824,6691,54870,1824,6691,54870,23492,103599,2677324,23492,103599,2677324,0.0,1,1.0,0.0,1,1.0,square:11,square,1.0,symmetric:8; unsymmetric:3,symmetric,0.727273,binary:6; real:5,binary,0.545455,exact_numerical_or_hermitian:8; pattern_unsymmetric:3,exact_numerical_or_hermitian,0.727273,no:6; yes:5,no,0.545455,duplicate structural problem:6; structural problem:5,duplicate structural problem,0.545455,true:11,true,1.0,yes:11,yes,1.0,no:3; yes:8,yes,0.727273,10k_to_100k:5; 1k_to_10k:6,1k_to_10k,0.545455,Nasa/nasa1824=1824,Nasa/nasasrb=54870,Nasa/nasa1824=1824,Nasa/nasasrb=54870,Nasa/barth4=23492,Nasa/nasasrb=2677324,Nasa/barth4=23492,Nasa/nasasrb=2677324
Negre,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,730,730,730,730,730,730,63024,63024,63024,63024,63024,63024,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,no:1,no,1.0,computational chemistry problem:1,computational chemistry problem,1.0,true:1,true,1.0,no:1,no,1.0,yes:1,yes,1.0,lt_1k:1,lt_1k,1.0,Negre/dendrimer=730,Negre/dendrimer=730,Negre/dendrimer=730,Negre/dendrimer=730,Negre/dendrimer=63024,Negre/dendrimer=63024,Negre/dendrimer=63024,Negre/dendrimer=63024
Nemeth,26,homogeneous,0.00641,0,2,0.0,0.583097,0.583097,0,0,9506,9506,9506,9506,9506,9506,394808,517973,1511760,394808,517973,1511760,1.0,1,1.0,1.0,1,1.0,square:26,square,1.0,symmetric:26,symmetric,1.0,real:26,real,1.0,exact_numerical_or_hermitian:26,exact_numerical_or_hermitian,1.0,no:26,no,1.0,subsequent theoretical/quantum chemistry problem:25; theoretical/quantum chemistry problem sequence:1,subsequent theoretical/quantum chemistry problem,0.961538,true:26,true,1.0,no:26,no,1.0,no:26,no,1.0,1k_to_10k:26,1k_to_10k,1.0,Nemeth/nemeth01=9506; Nemeth/nemeth02=9506; Nemeth/nemeth03=9506; Nemeth/nemeth04=9506; Nemeth/nemeth05=9506; Nemeth/nemeth06=9506; Nemeth/nemeth07=9506; Nemeth/nemeth08=9506; Nemeth/nemeth09=9506; Nemeth/nemeth10=9506; Nemeth/nemeth11=9506; Nemeth/nemeth12=9506; Nemeth/nemeth13=9506; Nemeth/nemeth14=9506; Nemeth/nemeth15=9506; Nemeth/nemeth16=9506; Nemeth/nemeth17=9506; Nemeth/nemeth18=9506; Nemeth/nemeth19=9506; Nemeth/nemeth20=9506; Nemeth/nemeth21=9506; Nemeth/nemeth22=9506; Nemeth/nemeth23=9506; Nemeth/nemeth24=9506; Nemeth/nemeth25=9506; Nemeth/nemeth26=9506,Nemeth/nemeth01=9506; Nemeth/nemeth02=9506; Nemeth/nemeth03=9506; Nemeth/nemeth04=9506; Nemeth/nemeth05=9506; Nemeth/nemeth06=9506; Nemeth/nemeth07=9506; Nemeth/nemeth08=9506; Nemeth/nemeth09=9506; Nemeth/nemeth10=9506; Nemeth/nemeth11=9506; Nemeth/nemeth12=9506; Nemeth/nemeth13=9506; Nemeth/nemeth14=9506; Nemeth/nemeth15=9506; Nemeth/nemeth16=9506; Nemeth/nemeth17=9506; Nemeth/nemeth18=9506; Nemeth/nemeth19=9506; Nemeth/nemeth20=9506; Nemeth/nemeth21=9506; Nemeth/nemeth22=9506; Nemeth/nemeth23=9506; Nemeth/nemeth24=9506; Nemeth/nemeth25=9506; Nemeth/nemeth26=9506,Nemeth/nemeth01=9506; Nemeth/nemeth02=9506; Nemeth/nemeth03=9506; Nemeth/nemeth04=9506; Nemeth/nemeth05=9506; Nemeth/nemeth06=9506; Nemeth/nemeth07=9506; Nemeth/nemeth08=9506; Nemeth/nemeth09=9506; Nemeth/nemeth10=9506; Nemeth/nemeth11=9506; Nemeth/nemeth12=9506; Nemeth/nemeth13=9506; Nemeth/nemeth14=9506; Nemeth/nemeth15=9506; Nemeth/nemeth16=9506; Nemeth/nemeth17=9506; Nemeth/nemeth18=9506; Nemeth/nemeth19=9506; Nemeth/nemeth20=9506; Nemeth/nemeth21=9506; Nemeth/nemeth22=9506; Nemeth/nemeth23=9506; Nemeth/nemeth24=9506; Nemeth/nemeth25=9506; Nemeth/nemeth26=9506,Nemeth/nemeth01=9506; Nemeth/nemeth02=9506; Nemeth/nemeth03=9506; Nemeth/nemeth04=9506; Nemeth/nemeth05=9506; Nemeth/nemeth06=9506; Nemeth/nemeth07=9506; Nemeth/nemeth08=9506; Nemeth/nemeth09=9506; Nemeth/nemeth10=9506; Nemeth/nemeth11=9506; Nemeth/nemeth12=9506; Nemeth/nemeth13=9506; Nemeth/nemeth14=9506; Nemeth/nemeth15=9506; Nemeth/nemeth16=9506; Nemeth/nemeth17=9506; Nemeth/nemeth18=9506; Nemeth/nemeth19=9506; Nemeth/nemeth20=9506; Nemeth/nemeth21=9506; Nemeth/nemeth22=9506; Nemeth/nemeth23=9506; Nemeth/nemeth24=9506; Nemeth/nemeth25=9506; Nemeth/nemeth26=9506,Nemeth/nemeth02=394808; Nemeth/nemeth03=394808; Nemeth/nemeth04=394808; Nemeth/nemeth05=394808; Nemeth/nemeth06=394808,Nemeth/nemeth26=1511760,Nemeth/nemeth02=394808; Nemeth/nemeth03=394808; Nemeth/nemeth04=394808; Nemeth/nemeth05=394808; Nemeth/nemeth06=394808,Nemeth/nemeth26=1511760
Newman,16,categorically_heterogeneous,0.239583,4,5,3.075128,3.352655,3.35266,1,4,34,1539.5,40421,34,1539.5,40421,156,9336,351382,156,9336,351386,0.1680170575692964,1,1.0,0.04946695095948828,1,1.0,square:16,square,1.0,symmetric:14; unsymmetric:2,symmetric,0.875,binary:6; integer:4; real:6,binary,0.375,exact_numerical_or_hermitian:14; partially_pattern_symmetric:2,exact_numerical_or_hermitian,0.875,no:16,no,1.0,directed multigraph:1; directed weighted graph:1; undirected graph:6; undirected multigraph:1; undirected weighted graph:7,undirected weighted graph,0.4375,missing:16,missing,1.0,no:16,no,1.0,no:16,no,1.0,10k_to_100k:5; 1k_to_10k:4; lt_1k:7,lt_1k,0.4375,Newman/karate=34,Newman/cond-mat-2005=40421,Newman/karate=34,Newman/cond-mat-2005=40421,Newman/karate=156,Newman/cond-mat-2005=351382,Newman/karate=156,Newman/cond-mat-2005=351386
Norris,12,categorically_heterogeneous,0.194444,4,2,2.196077,3.059916,3.059916,3,7368,1650,9801,259156,1650,9801,259156,7419,680341,8516500,7419,682797,8516500,0.4243874832715144,0.995818010999383,1.0,0.0,0,1.0,square:12,square,1.0,symmetric:3; unsymmetric:9,unsymmetric,0.75,real:12,real,1.0,exact_numerical_or_hermitian:3; partially_pattern_symmetric:6; pattern_symmetric_only:3,partially_pattern_symmetric,0.5,no:9; yes:3,no,0.75,2D/3D problem:10; computational fluid dynamics problem:2,2D/3D problem,0.833333,true:12,true,1.0,yes:12,yes,1.0,no:9; yes:3,no,0.75,100k_to_1m:5; 1k_to_10k:7,1k_to_10k,0.583333,Norris/lung1=1650,Norris/torso3=259156,Norris/lung1=1650,Norris/torso3=259156,Norris/lung1=7419,Norris/torso1=8516500,Norris/lung1=7419,Norris/torso1=8516500
Oberwolfach,38,categorically_heterogeneous,0.153509,4,2,4.848058,6.01714,6.192557,3,39602806,14,17361,986703,14,17361,986703,46,176117,47851783,46,176117,71666325,0.6083330964361183,1,1.0,0.0,1,1.0,square:38,square,1.0,symmetric:33; unsymmetric:5,symmetric,0.868421,complex:1; real:37,real,0.973684,exact_numerical_or_hermitian:32; partially_pattern_symmetric:1; pattern_symmetric_only:5,exact_numerical_or_hermitian,0.842105,no:25; yes:13,no,0.657895,duplicate model reduction problem:10; model reduction problem:28,model reduction problem,0.736842,true:38,true,1.0,yes:38,yes,1.0,no:24; yes:14,no,0.631579,100k_to_1m:4; 10k_to_100k:21; 1k_to_10k:11; lt_1k:2,10k_to_100k,0.552632,Oberwolfach/LFAT5=14,Oberwolfach/bone010=986703,Oberwolfach/LFAT5=14,Oberwolfach/bone010=986703,Oberwolfach/LFAT5=46,Oberwolfach/bone010=47851783,Oberwolfach/LFAT5=46,Oberwolfach/bone010=71666325
Okunbor,2,small_group_lt5,0.333333,4,1,0.001113,0.007526,0.007526,0,0,8184,8194.5,8205,8184,8194.5,8205,125567,126664.5,127762,125567,126664.5,127762,1.0,1,1.0,0.9963538443526401,0.99817692217632,1.0,square:2,square,1.0,symmetric:1; unsymmetric:1,symmetric,0.5,complex:1; real:1,complex,0.5,exact_numerical_or_hermitian:1; pattern_symmetric_only:1,exact_numerical_or_hermitian,0.5,no:1; yes:1,no,0.5,acoustics problem:2,acoustics problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:1; yes:1,no,0.5,1k_to_10k:2,1k_to_10k,1.0,Okunbor/aft02=8184,Okunbor/aft01=8205,Okunbor/aft02=8184,Okunbor/aft01=8205,Okunbor/aft01=125567,Okunbor/aft02=127762,Okunbor/aft01=125567,Okunbor/aft02=127762
PARSEC,21,type_homogeneous_size_diverse,0.0,0,1,2.542364,3.016457,3.016457,0,0,769,67024,268096,769,67024,268096,17801,5156379,18488476,17801,5156379,18488476,1.0,1,1.0,1.0,1,1.0,square:21,square,1.0,symmetric:21,symmetric,1.0,real:21,real,1.0,exact_numerical_or_hermitian:21,exact_numerical_or_hermitian,1.0,no:21,no,1.0,theoretical/quantum chemistry problem:21,theoretical/quantum chemistry problem,1.0,true:21,true,1.0,no:21,no,1.0,yes:21,yes,1.0,100k_to_1m:9; 10k_to_100k:7; 1k_to_10k:4; lt_1k:1,100k_to_1m,0.428571,PARSEC/Si2=769,PARSEC/Ga41As41H72=268096,PARSEC/Si2=769,PARSEC/Ga41As41H72=268096,PARSEC/Si2=17801,PARSEC/Ga41As41H72=18488476,PARSEC/Si2=17801,PARSEC/Ga41As41H72=18488476
POLYFLOW,2,small_group_lt5,0.083333,1,1,0.006547,0.04526,0.046158,1,4122,29957,30184.5,30412,29957,30184.5,30412,1793881,1892400,1990919,1793881,1894461,1995041,0.971442083756505,0.9857210418782525,1.0,0.7213486599424203,0.8552196013183893,0.9890905426943581,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,real:2,real,1.0,partially_pattern_symmetric:1; pattern_symmetric_only:1,partially_pattern_symmetric,0.5,no:2,no,1.0,computational fluid dynamics problem:2,computational fluid dynamics problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,10k_to_100k:2,10k_to_100k,1.0,POLYFLOW/mixtank_new=29957,POLYFLOW/invextr1_new=30412,POLYFLOW/mixtank_new=29957,POLYFLOW/invextr1_new=30412,POLYFLOW/invextr1_new=1793881,POLYFLOW/mixtank_new=1990919,POLYFLOW/invextr1_new=1793881,POLYFLOW/mixtank_new=1995041
Pajek,76,categorically_heterogeneous,0.333333,4,9,5.57689,5.712846,5.712846,0,0,10,462,3774768,9,462,3774768,29,1708.5,14970767,29,1708.5,14970767,0.0,0.16827315684255165,1.0,0.0,0.11278688524590164,1.0,rectangular:5; square:71,square,0.934211,rectangular:5; symmetric:22; unsymmetric:49,unsymmetric,0.644737,binary:44; integer:28; real:4,binary,0.578947,exact_numerical_or_hermitian:22; partially_pattern_symmetric:37; pattern_unsymmetric:12; rectangular:5,partially_pattern_symmetric,0.486842,no:75; yes:1,no,0.986842,bipartite graph:3; directed graph:28; directed multigraph:11; directed weighted graph:11; undirected graph:13; undirected multigraph:1; undirected weighted graph:6; undirected weighted graph sequence:1; weighted bipartite graph:2,directed graph,0.368421,false:2; missing:71; true:3,missing,0.934211,no:76,no,1.0,no:75; yes:1,no,0.986842,100k_to_1m:3; 10k_to_100k:9; 1k_to_10k:20; ge_1m:1; lt_1k:43,lt_1k,0.565789,Pajek/Stranke94=10,Pajek/patents=3774768,Pajek/divorce=9,Pajek/patents=3774768,Pajek/Tina_AskCal=29,Pajek/patents=14970767,Pajek/Tina_AskCal=29,Pajek/patents=14970767
Pereyra,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,4384,71952,71952,71952,2704,2704,2704,1146848,1146848,1146848,1151232,1151232,1151232,0.0,0,0.0,0.0,0,0.0,rectangular:1,rectangular,1.0,rectangular:1,rectangular,1.0,real:1,real,1.0,rectangular:1,rectangular,1.0,no:1,no,1.0,least squares problem:1,least squares problem,1.0,false:1,false,1.0,no:1,no,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Pereyra/landmark=71952,Pereyra/landmark=71952,Pereyra/landmark=2704,Pereyra/landmark=2704,Pereyra/landmark=1146848,Pereyra/landmark=1146848,Pereyra/landmark=1151232,Pereyra/landmark=1151232
Pothen,22,mixed_some_attributes,0.151515,2,1,3.292205,3.177502,3.177502,5,2380,48,7305.5,94069,48,7305.5,94069,306,43576,460493,306,43576,460493,1.0,1,1.0,1.0,1,1.0,square:22,square,1.0,symmetric:22,symmetric,1.0,binary:12; real:10,binary,0.545455,exact_numerical_or_hermitian:22,exact_numerical_or_hermitian,1.0,no:12; yes:10,no,0.545455,structural problem:22,structural problem,1.0,true:22,true,1.0,yes:22,yes,1.0,yes:22,yes,1.0,10k_to_100k:10; 1k_to_10k:3; lt_1k:9,10k_to_100k,0.454545,Pothen/mesh1e1=48; Pothen/mesh1em1=48; Pothen/mesh1em6=48,Pothen/tandem_dual=94069,Pothen/mesh1e1=48; Pothen/mesh1em1=48; Pothen/mesh1em6=48,Pothen/tandem_dual=94069,Pothen/mesh1e1=306; Pothen/mesh1em1=306; Pothen/mesh1em6=306,Pothen/tandem_dual=460493,Pothen/mesh1e1=306; Pothen/mesh1em1=306; Pothen/mesh1em6=306,Pothen/tandem_dual=460493
